method,split,task,family,mean_success,ci95_success,mean_invalid_plan,ci95_invalid_plan,mean_collision_trap,ci95_collision_trap,mean_support_failure,ci95_support_failure,mean_topology_f1,ci95_topology_f1,mean_detection_latency,ci95_detection_latency,mean_replan_cost,ci95_replan_cost,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
proposed_topology_change_detector,delayed_change_shift,narrow_passage_bin_pick,support_removal,0.6956,0.0446,0.3061,0.0403,0.1820,0.0214,0.0918,0.0258,0.6922,0.0372,0.5731,0.0094,0.1817,0.0040,0.7385,0.0296,7,0.1769
proposed_topology_change_detector,delayed_change_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.7075,0.0259,0.2024,0.0233,0.1241,0.0394,0.0340,0.0172,0.7075,0.0274,0.5655,0.0083,0.1854,0.0047,0.5297,0.0472,7,0.1207
proposed_topology_change_detector,delayed_change_shift,shelf_retrieval,kinematic_trap_creation,0.7296,0.0325,0.2585,0.0359,0.1531,0.0252,0.0612,0.0139,0.6378,0.0160,0.5779,0.0142,0.1836,0.0027,0.6360,0.0500,7,0.1327
proposed_topology_change_detector,delayed_change_shift,shelf_retrieval,object_stack_dependency_flip,0.6701,0.0182,0.2534,0.0304,0.1463,0.0243,0.0680,0.0214,0.6599,0.0429,0.5729,0.0099,0.1843,0.0037,0.6320,0.0623,7,0.1463
proposed_topology_change_detector,delayed_change_shift,shelf_retrieval,occlusion_reveal_hide,0.6854,0.0419,0.2296,0.0413,0.1446,0.0252,0.0425,0.0254,0.6803,0.0389,0.5686,0.0094,0.1873,0.0062,0.5861,0.0423,7,0.1276
proposed_topology_change_detector,delayed_change_shift,shelf_retrieval,passage_closure_opening,0.6633,0.0253,0.2534,0.0309,0.1735,0.0287,0.0255,0.0061,0.6497,0.0313,0.5684,0.0159,0.1850,0.0028,0.6180,0.0400,7,0.1871
proposed_topology_change_detector,delayed_change_shift,shelf_retrieval,reachable_component_split_merge,0.6820,0.0469,0.2517,0.0180,0.1548,0.0274,0.0680,0.0273,0.6701,0.0325,0.5734,0.0111,0.1821,0.0034,0.6377,0.0317,7,0.1769
proposed_topology_change_detector,delayed_change_shift,shelf_retrieval,support_removal,0.7109,0.0508,0.2738,0.0488,0.1599,0.0367,0.0901,0.0227,0.6752,0.0425,0.5580,0.0141,0.1821,0.0033,0.6854,0.0905,7,0.1378
proposed_topology_change_detector,delayed_change_shift,shelf_retrieval,tool_access_tunnel_blockage,0.6429,0.0322,0.1922,0.0362,0.1565,0.0276,0.0374,0.0187,0.6616,0.0452,0.5785,0.0091,0.1793,0.0041,0.5540,0.0548,7,0.1939
proposed_topology_change_detector,delayed_change_shift,support_dependency_rearrangement,kinematic_trap_creation,0.7007,0.0631,0.2823,0.0220,0.1684,0.0320,0.0561,0.0122,0.6735,0.0381,0.5727,0.0119,0.1830,0.0040,0.6671,0.0459,7,0.1276
proposed_topology_change_detector,delayed_change_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.6820,0.0122,0.2432,0.0349,0.1259,0.0333,0.1037,0.0313,0.6633,0.0474,0.5766,0.0151,0.1865,0.0028,0.6406,0.0382,7,0.1565
proposed_topology_change_detector,delayed_change_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.7092,0.0287,0.2398,0.0497,0.1497,0.0209,0.0374,0.0187,0.6224,0.0159,0.5787,0.0112,0.1845,0.0054,0.5922,0.0491,7,0.1037
proposed_topology_change_detector,delayed_change_shift,support_dependency_rearrangement,passage_closure_opening,0.7058,0.0387,0.2330,0.0394,0.1378,0.0278,0.0459,0.0164,0.6684,0.0267,0.5717,0.0105,0.1846,0.0043,0.5824,0.0713,7,0.1020
proposed_topology_change_detector,delayed_change_shift,support_dependency_rearrangement,reachable_component_split_merge,0.7228,0.0304,0.2551,0.0249,0.1667,0.0161,0.0595,0.0228,0.6718,0.0381,0.5681,0.0121,0.1825,0.0045,0.6451,0.0314,7,0.1003
proposed_topology_change_detector,delayed_change_shift,support_dependency_rearrangement,support_removal,0.7143,0.0184,0.2279,0.0479,0.1514,0.0333,0.1020,0.0175,0.6701,0.0425,0.5704,0.0053,0.1791,0.0043,0.6465,0.0602,7,0.1105
proposed_topology_change_detector,delayed_change_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.6973,0.0394,0.2415,0.0313,0.1718,0.0345,0.0374,0.0094,0.6956,0.0391,0.5769,0.0105,0.1852,0.0030,0.6187,0.0544,7,0.1327
proposed_topology_change_detector,embodiment_reach_shift,drawer_occluder_access,kinematic_trap_creation,0.7551,0.0249,0.2619,0.0153,0.1718,0.0301,0.0527,0.0133,0.6735,0.0546,0.4216,0.0094,0.1800,0.0037,0.6470,0.0435,7,0.1429
proposed_topology_change_detector,embodiment_reach_shift,drawer_occluder_access,object_stack_dependency_flip,0.7092,0.0455,0.2364,0.0281,0.1582,0.0189,0.0697,0.0312,0.7126,0.0354,0.4194,0.0179,0.1747,0.0050,0.6228,0.0579,7,0.1480
proposed_topology_change_detector,embodiment_reach_shift,drawer_occluder_access,occlusion_reveal_hide,0.7177,0.0287,0.2177,0.0237,0.1071,0.0345,0.0340,0.0139,0.7160,0.0307,0.4211,0.0192,0.1797,0.0033,0.5184,0.0648,7,0.1173
proposed_topology_change_detector,embodiment_reach_shift,drawer_occluder_access,passage_closure_opening,0.7024,0.0269,0.2483,0.0336,0.1276,0.0214,0.0391,0.0208,0.7330,0.0416,0.4174,0.0106,0.1796,0.0076,0.5721,0.0475,7,0.1769
proposed_topology_change_detector,embodiment_reach_shift,drawer_occluder_access,reachable_component_split_merge,0.7313,0.0426,0.2398,0.0241,0.1514,0.0237,0.0408,0.0196,0.6752,0.0268,0.4183,0.0080,0.1786,0.0036,0.5918,0.0231,7,0.1412
proposed_topology_change_detector,embodiment_reach_shift,drawer_occluder_access,support_removal,0.7313,0.0309,0.2432,0.0221,0.1718,0.0432,0.0799,0.0263,0.6888,0.0224,0.4243,0.0118,0.1756,0.0048,0.6552,0.0719,7,0.1480
proposed_topology_change_detector,embodiment_reach_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.7279,0.0351,0.2041,0.0172,0.1020,0.0209,0.0459,0.0119,0.6854,0.0209,0.4141,0.0120,0.1791,0.0056,0.5130,0.0365,7,0.1156
proposed_topology_change_detector,embodiment_reach_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.7721,0.0172,0.2704,0.0273,0.1497,0.0485,0.0391,0.0067,0.7143,0.0301,0.4200,0.0082,0.1764,0.0050,0.6120,0.0424,7,0.1054
proposed_topology_change_detector,embodiment_reach_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.7347,0.0387,0.2245,0.0479,0.1429,0.0222,0.0697,0.0148,0.7228,0.0460,0.4201,0.0074,0.1800,0.0040,0.6011,0.0345,7,0.1344
proposed_topology_change_detector,embodiment_reach_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.7160,0.0219,0.2296,0.0377,0.1497,0.0196,0.0459,0.0119,0.6990,0.0416,0.4320,0.0133,0.1802,0.0053,0.5882,0.0414,7,0.1207
proposed_topology_change_detector,embodiment_reach_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.7279,0.0402,0.2483,0.0267,0.1514,0.0296,0.0442,0.0043,0.6854,0.0410,0.4100,0.0129,0.1740,0.0024,0.5980,0.0284,7,0.1548
proposed_topology_change_detector,embodiment_reach_shift,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.7228,0.0397,0.2041,0.0490,0.1752,0.0482,0.0578,0.0139,0.6956,0.0429,0.4204,0.0116,0.1775,0.0022,0.6043,0.0577,7,0.1480
proposed_topology_change_detector,embodiment_reach_shift,mobile_manipulation_movable_obstacles,support_removal,0.7330,0.0356,0.2670,0.0249,0.1429,0.0249,0.0782,0.0309,0.7245,0.0566,0.4115,0.0119,0.1822,0.0040,0.6484,0.0461,7,0.0884
proposed_topology_change_detector,embodiment_reach_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.6854,0.0432,0.2500,0.0367,0.1565,0.0399,0.0442,0.0150,0.7058,0.0545,0.4204,0.0123,0.1762,0.0039,0.6073,0.0540,7,0.1922
proposed_topology_change_detector,embodiment_reach_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.7058,0.0300,0.2721,0.0328,0.1446,0.0252,0.0663,0.0264,0.7211,0.0438,0.4213,0.0089,0.1796,0.0047,0.6395,0.0539,7,0.1684
proposed_topology_change_detector,embodiment_reach_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.7126,0.0193,0.2330,0.0209,0.1616,0.0449,0.0833,0.0414,0.7415,0.0419,0.4211,0.0082,0.1762,0.0035,0.6395,0.0644,7,0.1650
proposed_topology_change_detector,embodiment_reach_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.6769,0.0433,0.2415,0.0202,0.1446,0.0252,0.0578,0.0224,0.6684,0.0294,0.4256,0.0104,0.1787,0.0024,0.6037,0.0497,7,0.1854
proposed_topology_change_detector,embodiment_reach_shift,narrow_passage_bin_pick,passage_closure_opening,0.7007,0.0593,0.2534,0.0329,0.1395,0.0202,0.0272,0.0067,0.7109,0.0413,0.4035,0.0086,0.1800,0.0087,0.5773,0.0414,7,0.1905
proposed_topology_change_detector,embodiment_reach_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.7483,0.0406,0.2313,0.0491,0.1514,0.0282,0.0493,0.0200,0.6990,0.0243,0.4233,0.0074,0.1776,0.0057,0.5925,0.0771,7,0.1173
proposed_topology_change_detector,embodiment_reach_shift,narrow_passage_bin_pick,support_removal,0.7534,0.0413,0.2398,0.0362,0.1565,0.0262,0.1071,0.0144,0.7279,0.0382,0.4100,0.0033,0.1794,0.0050,0.6679,0.0355,7,0.1344
proposed_topology_change_detector,embodiment_reach_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.7347,0.0344,0.2194,0.0292,0.1497,0.0305,0.0374,0.0172,0.7330,0.0203,0.4227,0.0175,0.1779,0.0033,0.5683,0.0447,7,0.1276
proposed_topology_change_detector,embodiment_reach_shift,shelf_retrieval,kinematic_trap_creation,0.7143,0.0191,0.2806,0.0190,0.1599,0.0333,0.0595,0.0176,0.6599,0.0283,0.4176,0.0156,0.1768,0.0044,0.6537,0.0316,7,0.1769
proposed_topology_change_detector,embodiment_reach_shift,shelf_retrieval,object_stack_dependency_flip,0.7296,0.0304,0.2330,0.0209,0.1514,0.0296,0.0697,0.0294,0.7109,0.0202,0.4345,0.0135,0.1783,0.0053,0.6160,0.0582,7,0.1344
proposed_topology_change_detector,embodiment_reach_shift,shelf_retrieval,occlusion_reveal_hide,0.7415,0.0220,0.2075,0.0317,0.1139,0.0238,0.0493,0.0236,0.7041,0.0339,0.4298,0.0119,0.1790,0.0021,0.5325,0.0303,7,0.1310
proposed_topology_change_detector,embodiment_reach_shift,shelf_retrieval,passage_closure_opening,0.6956,0.0269,0.2313,0.0329,0.1361,0.0196,0.0561,0.0208,0.6820,0.0449,0.4236,0.0113,0.1752,0.0050,0.5803,0.0300,7,0.1582
proposed_topology_change_detector,embodiment_reach_shift,shelf_retrieval,reachable_component_split_merge,0.7449,0.0329,0.2381,0.0356,0.1480,0.0209,0.0476,0.0125,0.6905,0.0269,0.4182,0.0086,0.1774,0.0070,0.5926,0.0330,7,0.1276
proposed_topology_change_detector,embodiment_reach_shift,shelf_retrieval,support_removal,0.7874,0.0354,0.2551,0.0329,0.1548,0.0279,0.0884,0.0352,0.7041,0.0241,0.4194,0.0064,0.1766,0.0057,0.6565,0.0345,7,0.1207
proposed_topology_change_detector,embodiment_reach_shift,shelf_retrieval,tool_access_tunnel_blockage,0.7109,0.0393,0.2024,0.0249,0.1088,0.0187,0.0357,0.0072,0.6820,0.0132,0.4145,0.0119,0.1768,0.0045,0.5060,0.0260,7,0.1463
proposed_topology_change_detector,embodiment_reach_shift,support_dependency_rearrangement,kinematic_trap_creation,0.7415,0.0440,0.2517,0.0312,0.1514,0.0214,0.0595,0.0169,0.7245,0.0281,0.4144,0.0145,0.1774,0.0044,0.6203,0.0398,7,0.1310
proposed_topology_change_detector,embodiment_reach_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.6701,0.0329,0.2772,0.0466,0.1871,0.0321,0.0697,0.0294,0.6888,0.0406,0.4128,0.0089,0.1787,0.0028,0.6933,0.0572,7,0.1701
proposed_topology_change_detector,embodiment_reach_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.7228,0.0214,0.2347,0.0359,0.1310,0.0407,0.0476,0.0249,0.7313,0.0441,0.4250,0.0142,0.1797,0.0070,0.5732,0.0653,7,0.1378
proposed_topology_change_detector,embodiment_reach_shift,support_dependency_rearrangement,passage_closure_opening,0.7381,0.0210,0.2636,0.0241,0.1429,0.0216,0.0255,0.0164,0.7211,0.0160,0.4289,0.0060,0.1790,0.0037,0.5870,0.0426,7,0.1241
proposed_topology_change_detector,embodiment_reach_shift,support_dependency_rearrangement,reachable_component_split_merge,0.7194,0.0317,0.2670,0.0264,0.1599,0.0227,0.0493,0.0219,0.7092,0.0377,0.4140,0.0147,0.1754,0.0033,0.6299,0.0278,7,0.1122
proposed_topology_change_detector,embodiment_reach_shift,support_dependency_rearrangement,support_removal,0.6922,0.0430,0.2534,0.0278,0.1599,0.0360,0.0901,0.0100,0.7228,0.0278,0.4114,0.0083,0.1797,0.0045,0.6656,0.0377,7,0.1939
proposed_topology_change_detector,embodiment_reach_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.7449,0.0283,0.2381,0.0394,0.1412,0.0276,0.0340,0.0094,0.6939,0.0562,0.4337,0.0083,0.1774,0.0031,0.5708,0.0527,7,0.1241
proposed_topology_change_detector,nominal,drawer_occluder_access,kinematic_trap_creation,0.7551,0.0333,0.1446,0.0285,0.0918,0.0258,0.0034,0.0043,0.7279,0.0312,0.3523,0.0123,0.1494,0.0051,0.3769,0.0314,7,0.0901
proposed_topology_change_detector,nominal,drawer_occluder_access,object_stack_dependency_flip,0.7279,0.0399,0.1395,0.0182,0.0918,0.0132,0.0102,0.0107,0.7143,0.0441,0.3494,0.0100,0.1514,0.0055,0.3817,0.0152,7,0.1122
proposed_topology_change_detector,nominal,drawer_occluder_access,occlusion_reveal_hide,0.7466,0.0393,0.1139,0.0349,0.0595,0.0144,0.0068,0.0086,0.7245,0.0386,0.3518,0.0120,0.1526,0.0031,0.3220,0.0422,7,0.1037
proposed_topology_change_detector,nominal,drawer_occluder_access,passage_closure_opening,0.7432,0.0374,0.1344,0.0237,0.0833,0.0269,0.0051,0.0047,0.6871,0.0383,0.3418,0.0095,0.1488,0.0068,0.3600,0.0297,7,0.1003
proposed_topology_change_detector,nominal,drawer_occluder_access,reachable_component_split_merge,0.7211,0.0243,0.1224,0.0263,0.0850,0.0164,0.0017,0.0033,0.7483,0.0433,0.3508,0.0124,0.1501,0.0032,0.3495,0.0366,7,0.1463
proposed_topology_change_detector,nominal,drawer_occluder_access,support_removal,0.7432,0.0367,0.1497,0.0341,0.0969,0.0332,0.0068,0.0047,0.7466,0.0463,0.3524,0.0143,0.1485,0.0030,0.3895,0.0586,7,0.0986
proposed_topology_change_detector,nominal,drawer_occluder_access,tool_access_tunnel_blockage,0.7364,0.0445,0.1310,0.0334,0.0680,0.0232,0.0034,0.0043,0.7075,0.0496,0.3685,0.0162,0.1482,0.0051,0.3379,0.0430,7,0.1122
proposed_topology_change_detector,nominal,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.6956,0.0377,0.1327,0.0439,0.0850,0.0351,0.0034,0.0043,0.7160,0.0303,0.3598,0.0122,0.1555,0.0035,0.3654,0.0414,7,0.1701
proposed_topology_change_detector,nominal,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.7347,0.0208,0.1378,0.0086,0.0867,0.0111,0.0000,0.0000,0.7194,0.0480,0.3558,0.0147,0.1467,0.0025,0.3592,0.0154,7,0.1463
proposed_topology_change_detector,nominal,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.7279,0.0252,0.1207,0.0303,0.0884,0.0341,0.0034,0.0043,0.7449,0.0325,0.3514,0.0129,0.1490,0.0040,0.3524,0.0302,7,0.1156
proposed_topology_change_detector,nominal,mobile_manipulation_movable_obstacles,passage_closure_opening,0.7721,0.0299,0.1020,0.0254,0.0799,0.0141,0.0051,0.0047,0.7296,0.0380,0.3582,0.0133,0.1502,0.0046,0.3302,0.0303,7,0.0816
proposed_topology_change_detector,nominal,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.7415,0.0419,0.1173,0.0252,0.1020,0.0203,0.0000,0.0000,0.7568,0.0504,0.3532,0.0072,0.1536,0.0028,0.3655,0.0114,7,0.1020
proposed_topology_change_detector,nominal,mobile_manipulation_movable_obstacles,support_removal,0.7534,0.0437,0.1327,0.0193,0.1122,0.0296,0.0136,0.0129,0.7075,0.0374,0.3461,0.0170,0.1480,0.0026,0.3985,0.0453,7,0.1565
proposed_topology_change_detector,nominal,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.7364,0.0358,0.1020,0.0301,0.0850,0.0164,0.0034,0.0043,0.6922,0.0376,0.3507,0.0151,0.1456,0.0037,0.3294,0.0234,7,0.1156
proposed_topology_change_detector,nominal,narrow_passage_bin_pick,kinematic_trap_creation,0.7211,0.0419,0.1378,0.0269,0.0918,0.0226,0.0034,0.0067,0.6973,0.0381,0.3563,0.0099,0.1505,0.0043,0.3722,0.0429,7,0.1599
proposed_topology_change_detector,nominal,narrow_passage_bin_pick,object_stack_dependency_flip,0.7483,0.0267,0.1378,0.0283,0.0867,0.0159,0.0085,0.0084,0.7296,0.0248,0.3501,0.0131,0.1465,0.0023,0.3680,0.0281,7,0.0935
proposed_topology_change_detector,nominal,narrow_passage_bin_pick,occlusion_reveal_hide,0.7330,0.0190,0.1565,0.0316,0.1020,0.0283,0.0000,0.0000,0.7075,0.0175,0.3613,0.0156,0.1520,0.0043,0.3972,0.0332,7,0.1276
proposed_topology_change_detector,nominal,narrow_passage_bin_pick,passage_closure_opening,0.7364,0.0523,0.1241,0.0337,0.0782,0.0143,0.0017,0.0033,0.7398,0.0412,0.3609,0.0203,0.1464,0.0032,0.3398,0.0272,7,0.1276
proposed_topology_change_detector,nominal,narrow_passage_bin_pick,reachable_component_split_merge,0.7585,0.0317,0.1344,0.0202,0.0901,0.0249,0.0085,0.0067,0.7092,0.0469,0.3611,0.0118,0.1515,0.0065,0.3738,0.0382,7,0.1190
proposed_topology_change_detector,nominal,narrow_passage_bin_pick,support_removal,0.7347,0.0449,0.1446,0.0241,0.0850,0.0276,0.0102,0.0079,0.7143,0.0330,0.3538,0.0112,0.1490,0.0042,0.3762,0.0344,7,0.1378
proposed_topology_change_detector,nominal,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.7381,0.0306,0.1276,0.0226,0.0697,0.0213,0.0034,0.0067,0.7160,0.0339,0.3561,0.0143,0.1498,0.0040,0.3384,0.0344,7,0.0952
proposed_topology_change_detector,nominal,shelf_retrieval,kinematic_trap_creation,0.7619,0.0388,0.1327,0.0119,0.0833,0.0249,0.0000,0.0000,0.7330,0.0455,0.3583,0.0136,0.1526,0.0017,0.3571,0.0273,7,0.1122
proposed_topology_change_detector,nominal,shelf_retrieval,object_stack_dependency_flip,0.7262,0.0265,0.1190,0.0301,0.0867,0.0189,0.0068,0.0086,0.6820,0.0263,0.3618,0.0103,0.1520,0.0068,0.3558,0.0312,7,0.1207
proposed_topology_change_detector,nominal,shelf_retrieval,occlusion_reveal_hide,0.7194,0.0446,0.1071,0.0249,0.0663,0.0086,0.0051,0.0069,0.7415,0.0413,0.3547,0.0135,0.1484,0.0050,0.3178,0.0249,7,0.1173
proposed_topology_change_detector,nominal,shelf_retrieval,passage_closure_opening,0.7296,0.0410,0.1327,0.0219,0.0680,0.0268,0.0017,0.0033,0.7211,0.0496,0.3598,0.0080,0.1497,0.0046,0.3391,0.0390,7,0.1412
proposed_topology_change_detector,nominal,shelf_retrieval,reachable_component_split_merge,0.7245,0.0276,0.1514,0.0237,0.0935,0.0271,0.0102,0.0079,0.7041,0.0276,0.3615,0.0150,0.1511,0.0032,0.3933,0.0345,7,0.1565
proposed_topology_change_detector,nominal,shelf_retrieval,support_removal,0.7534,0.0232,0.1361,0.0086,0.0680,0.0226,0.0119,0.0088,0.7160,0.0409,0.3598,0.0104,0.1534,0.0042,0.3564,0.0283,7,0.0969
proposed_topology_change_detector,nominal,shelf_retrieval,tool_access_tunnel_blockage,0.7007,0.0347,0.1293,0.0219,0.1071,0.0125,0.0000,0.0000,0.7211,0.0325,0.3637,0.0152,0.1512,0.0051,0.3789,0.0242,7,0.1548
proposed_topology_change_detector,nominal,support_dependency_rearrangement,kinematic_trap_creation,0.7585,0.0533,0.1480,0.0233,0.1173,0.0193,0.0034,0.0043,0.7279,0.0281,0.3605,0.0115,0.1497,0.0035,0.4081,0.0267,7,0.1037
proposed_topology_change_detector,nominal,support_dependency_rearrangement,object_stack_dependency_flip,0.7279,0.0448,0.1531,0.0303,0.0952,0.0367,0.0136,0.0061,0.6837,0.0449,0.3517,0.0080,0.1530,0.0058,0.4021,0.0603,7,0.1276
proposed_topology_change_detector,nominal,support_dependency_rearrangement,occlusion_reveal_hide,0.7109,0.0263,0.1259,0.0249,0.0850,0.0276,0.0034,0.0067,0.7058,0.0268,0.3531,0.0083,0.1458,0.0043,0.3499,0.0473,7,0.1122
proposed_topology_change_detector,nominal,support_dependency_rearrangement,passage_closure_opening,0.7738,0.0249,0.1293,0.0213,0.0901,0.0238,0.0000,0.0000,0.7449,0.0333,0.3556,0.0122,0.1514,0.0066,0.3604,0.0350,7,0.0918
proposed_topology_change_detector,nominal,support_dependency_rearrangement,reachable_component_split_merge,0.7551,0.0349,0.1327,0.0267,0.1003,0.0143,0.0034,0.0043,0.7279,0.0351,0.3452,0.0072,0.1502,0.0038,0.3769,0.0275,7,0.0986
proposed_topology_change_detector,nominal,support_dependency_rearrangement,support_removal,0.7398,0.0424,0.1548,0.0274,0.0969,0.0224,0.0119,0.0088,0.7330,0.0283,0.3689,0.0169,0.1488,0.0049,0.3995,0.0269,7,0.1310
proposed_topology_change_detector,nominal,support_dependency_rearrangement,tool_access_tunnel_blockage,0.7551,0.0238,0.1276,0.0333,0.0986,0.0167,0.0051,0.0069,0.7109,0.0383,0.3501,0.0129,0.1506,0.0050,0.3729,0.0396,7,0.0918
proposed_topology_change_detector,perception_noise_shift,drawer_occluder_access,kinematic_trap_creation,0.6973,0.0501,0.2007,0.0382,0.1259,0.0227,0.0340,0.0061,0.6616,0.0296,0.3844,0.0054,0.1782,0.0054,0.5230,0.0526,7,0.1497
proposed_topology_change_detector,perception_noise_shift,drawer_occluder_access,object_stack_dependency_flip,0.6973,0.0413,0.1973,0.0301,0.1207,0.0172,0.0782,0.0203,0.6412,0.0320,0.4119,0.0060,0.1807,0.0049,0.5633,0.0456,7,0.1241
proposed_topology_change_detector,perception_noise_shift,drawer_occluder_access,occlusion_reveal_hide,0.6837,0.0384,0.2041,0.0389,0.1259,0.0203,0.0306,0.0143,0.6854,0.0341,0.4098,0.0090,0.1799,0.0042,0.5239,0.0602,7,0.1293
proposed_topology_change_detector,perception_noise_shift,drawer_occluder_access,passage_closure_opening,0.6871,0.0419,0.1786,0.0501,0.1139,0.0443,0.0306,0.0100,0.6480,0.0360,0.3992,0.0114,0.1774,0.0051,0.4866,0.0670,7,0.1361
proposed_topology_change_detector,perception_noise_shift,drawer_occluder_access,reachable_component_split_merge,0.7381,0.0239,0.1939,0.0410,0.1310,0.0184,0.0527,0.0175,0.6395,0.0400,0.3934,0.0174,0.1840,0.0060,0.5482,0.0463,7,0.0918
proposed_topology_change_detector,perception_noise_shift,drawer_occluder_access,support_removal,0.7092,0.0227,0.1820,0.0282,0.1327,0.0320,0.0816,0.0257,0.6633,0.0416,0.4032,0.0132,0.1787,0.0051,0.5650,0.0532,7,0.0816
proposed_topology_change_detector,perception_noise_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.7177,0.0333,0.1939,0.0387,0.1139,0.0321,0.0238,0.0072,0.6582,0.0282,0.3991,0.0103,0.1807,0.0044,0.4958,0.0552,7,0.1241
proposed_topology_change_detector,perception_noise_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.7381,0.0249,0.2109,0.0410,0.1395,0.0352,0.0357,0.0144,0.6684,0.0439,0.3984,0.0119,0.1765,0.0044,0.5466,0.0508,7,0.0867
proposed_topology_change_detector,perception_noise_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.6973,0.0133,0.1701,0.0390,0.1565,0.0433,0.0714,0.0176,0.6395,0.0413,0.4022,0.0124,0.1782,0.0036,0.5699,0.0479,7,0.1548
proposed_topology_change_detector,perception_noise_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.7194,0.0152,0.1939,0.0431,0.1276,0.0282,0.0408,0.0143,0.6446,0.0427,0.3950,0.0131,0.1744,0.0053,0.5224,0.0650,7,0.0748
proposed_topology_change_detector,perception_noise_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.7075,0.0377,0.2228,0.0377,0.1259,0.0254,0.0391,0.0159,0.6395,0.0329,0.4042,0.0126,0.1828,0.0031,0.5517,0.0448,7,0.1156
proposed_topology_change_detector,perception_noise_shift,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.6922,0.0386,0.2007,0.0351,0.1378,0.0168,0.0493,0.0180,0.6701,0.0300,0.4038,0.0086,0.1816,0.0038,0.5555,0.0326,7,0.1361
proposed_topology_change_detector,perception_noise_shift,mobile_manipulation_movable_obstacles,support_removal,0.6973,0.0254,0.1786,0.0260,0.1599,0.0367,0.0646,0.0175,0.6480,0.0449,0.3887,0.0116,0.1802,0.0044,0.5757,0.0311,7,0.1071
proposed_topology_change_detector,perception_noise_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.6871,0.0373,0.1905,0.0301,0.1344,0.0313,0.0272,0.0159,0.6190,0.0469,0.4024,0.0112,0.1808,0.0045,0.5191,0.0438,7,0.1361
proposed_topology_change_detector,perception_noise_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.6786,0.0444,0.1990,0.0413,0.1412,0.0230,0.0357,0.0102,0.6497,0.0435,0.3929,0.0116,0.1791,0.0043,0.5410,0.0316,7,0.1616
proposed_topology_change_detector,perception_noise_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.7262,0.0401,0.1888,0.0213,0.1276,0.0325,0.0459,0.0187,0.6650,0.0187,0.3921,0.0168,0.1789,0.0071,0.5279,0.0405,7,0.0884
proposed_topology_change_detector,perception_noise_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.6786,0.0314,0.1837,0.0183,0.1531,0.0382,0.0255,0.0061,0.6599,0.0325,0.4046,0.0084,0.1766,0.0047,0.5279,0.0413,7,0.1293
proposed_topology_change_detector,perception_noise_shift,narrow_passage_bin_pick,passage_closure_opening,0.6701,0.0443,0.1684,0.0369,0.1412,0.0484,0.0289,0.0143,0.6820,0.0425,0.3997,0.0176,0.1797,0.0039,0.5084,0.0660,7,0.1514
proposed_topology_change_detector,perception_noise_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.7024,0.0088,0.1939,0.0413,0.1548,0.0345,0.0374,0.0213,0.6599,0.0215,0.4061,0.0102,0.1823,0.0053,0.5567,0.0305,7,0.0969
proposed_topology_change_detector,perception_noise_shift,narrow_passage_bin_pick,support_removal,0.6990,0.0313,0.2109,0.0258,0.1582,0.0159,0.0799,0.0237,0.6276,0.0419,0.3998,0.0118,0.1801,0.0049,0.6173,0.0482,7,0.1412
