method,split,task,family,mean_success,ci95_success,mean_invalid_plan,ci95_invalid_plan,mean_collision_trap,ci95_collision_trap,mean_support_failure,ci95_support_failure,mean_topology_f1,ci95_topology_f1,mean_detection_latency,ci95_detection_latency,mean_replan_cost,ci95_replan_cost,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
occupancy_delta_replanner,perception_noise_shift,drawer_occluder_access,support_removal,0.5527,0.0713,0.3350,0.0545,0.2024,0.0514,0.1650,0.0451,0.3639,0.0309,0.6420,0.0114,0.1818,0.0019,0.8624,0.0942,7,0.2381
occupancy_delta_replanner,perception_noise_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.4524,0.0260,0.3520,0.0317,0.2092,0.0349,0.1344,0.0317,0.3010,0.0455,0.6423,0.0123,0.1794,0.0030,0.8498,0.0465,7,0.3895
occupancy_delta_replanner,perception_noise_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.4490,0.0559,0.3452,0.0536,0.2313,0.0509,0.1327,0.0164,0.3537,0.0474,0.6419,0.0128,0.1795,0.0068,0.8667,0.0959,7,0.3759
occupancy_delta_replanner,perception_noise_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.4779,0.0303,0.3010,0.0243,0.2330,0.0370,0.1412,0.0187,0.3673,0.0379,0.6562,0.0163,0.1814,0.0034,0.8418,0.0272,7,0.3741
occupancy_delta_replanner,perception_noise_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.4932,0.0432,0.3537,0.0237,0.2177,0.0482,0.1122,0.0259,0.3571,0.0417,0.6609,0.0113,0.1795,0.0043,0.8375,0.0515,7,0.3010
occupancy_delta_replanner,perception_noise_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.4745,0.0271,0.3656,0.0446,0.2296,0.0300,0.1207,0.0271,0.3810,0.0407,0.6417,0.0086,0.1811,0.0041,0.8712,0.0556,7,0.3486
occupancy_delta_replanner,perception_noise_shift,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.5119,0.0381,0.3095,0.0342,0.2279,0.0267,0.1446,0.0399,0.3350,0.0409,0.6318,0.0071,0.1781,0.0034,0.8436,0.0705,7,0.3163
occupancy_delta_replanner,perception_noise_shift,mobile_manipulation_movable_obstacles,support_removal,0.4694,0.0455,0.3503,0.0407,0.2279,0.0320,0.1735,0.0337,0.3231,0.0271,0.6462,0.0095,0.1819,0.0033,0.9125,0.0275,7,0.3350
occupancy_delta_replanner,perception_noise_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.4949,0.0325,0.3333,0.0411,0.2245,0.0281,0.1156,0.0248,0.3656,0.0273,0.6419,0.0116,0.1821,0.0039,0.8338,0.0638,7,0.3282
occupancy_delta_replanner,perception_noise_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.5170,0.0283,0.3469,0.0351,0.2330,0.0317,0.1378,0.0349,0.3571,0.0297,0.6442,0.0137,0.1756,0.0041,0.8714,0.0650,7,0.3231
occupancy_delta_replanner,perception_noise_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.4728,0.0410,0.3810,0.0475,0.2245,0.0490,0.1497,0.0168,0.3486,0.0416,0.6455,0.0069,0.1868,0.0044,0.9147,0.0234,7,0.3418
occupancy_delta_replanner,perception_noise_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.4915,0.0587,0.3384,0.0292,0.2024,0.0249,0.1071,0.0260,0.3707,0.0382,0.6490,0.0111,0.1808,0.0032,0.8036,0.0342,7,0.3163
occupancy_delta_replanner,perception_noise_shift,narrow_passage_bin_pick,passage_closure_opening,0.4966,0.0195,0.3401,0.0483,0.1939,0.0291,0.1276,0.0243,0.3588,0.0200,0.6473,0.0077,0.1789,0.0044,0.8152,0.0571,7,0.3248
occupancy_delta_replanner,perception_noise_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.4830,0.0391,0.3895,0.0317,0.2313,0.0466,0.1497,0.0349,0.3231,0.0320,0.6536,0.0060,0.1811,0.0031,0.9237,0.0763,7,0.3163
occupancy_delta_replanner,perception_noise_shift,narrow_passage_bin_pick,support_removal,0.5136,0.0316,0.3129,0.0333,0.2687,0.0413,0.1514,0.0214,0.3605,0.0348,0.6404,0.0096,0.1844,0.0044,0.9049,0.0351,7,0.3265
occupancy_delta_replanner,perception_noise_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.4915,0.0282,0.3129,0.0393,0.2228,0.0428,0.1310,0.0306,0.3639,0.0278,0.6457,0.0143,0.1801,0.0036,0.8287,0.0902,7,0.3350
occupancy_delta_replanner,perception_noise_shift,shelf_retrieval,kinematic_trap_creation,0.5119,0.0414,0.3486,0.0463,0.2381,0.0371,0.1412,0.0257,0.3776,0.0734,0.6350,0.0099,0.1785,0.0041,0.8850,0.0835,7,0.2976
occupancy_delta_replanner,perception_noise_shift,shelf_retrieval,object_stack_dependency_flip,0.4932,0.0387,0.3401,0.0227,0.2007,0.0206,0.1412,0.0257,0.3367,0.0287,0.6402,0.0138,0.1822,0.0046,0.8403,0.0486,7,0.3418
occupancy_delta_replanner,perception_noise_shift,shelf_retrieval,occlusion_reveal_hide,0.5170,0.0493,0.3129,0.0455,0.1939,0.0202,0.1327,0.0139,0.4099,0.0278,0.6613,0.0122,0.1817,0.0070,0.8002,0.0414,7,0.2857
occupancy_delta_replanner,perception_noise_shift,shelf_retrieval,passage_closure_opening,0.5238,0.0345,0.3299,0.0220,0.1939,0.0258,0.1173,0.0303,0.3673,0.0520,0.6415,0.0109,0.1809,0.0039,0.7978,0.0446,7,0.2874
occupancy_delta_replanner,perception_noise_shift,shelf_retrieval,reachable_component_split_merge,0.4864,0.0241,0.3588,0.0665,0.2245,0.0412,0.1378,0.0278,0.3435,0.0382,0.6434,0.0155,0.1820,0.0051,0.8786,0.0833,7,0.3588
occupancy_delta_replanner,perception_noise_shift,shelf_retrieval,support_removal,0.5187,0.0571,0.3316,0.0354,0.2075,0.0449,0.1412,0.0156,0.3452,0.0279,0.6437,0.0077,0.1772,0.0043,0.8356,0.0632,7,0.3197
occupancy_delta_replanner,perception_noise_shift,shelf_retrieval,tool_access_tunnel_blockage,0.5238,0.0353,0.3333,0.0342,0.2075,0.0404,0.1156,0.0253,0.3503,0.0491,0.6528,0.0114,0.1797,0.0061,0.8127,0.0524,7,0.2976
occupancy_delta_replanner,perception_noise_shift,support_dependency_rearrangement,kinematic_trap_creation,0.4864,0.0503,0.3401,0.0370,0.2330,0.0233,0.1122,0.0168,0.3759,0.0410,0.6431,0.0074,0.1815,0.0068,0.8447,0.0565,7,0.3350
occupancy_delta_replanner,perception_noise_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.4898,0.0224,0.3571,0.0539,0.2381,0.0330,0.1599,0.0221,0.3469,0.0193,0.6540,0.0098,0.1826,0.0051,0.9160,0.0680,7,0.3248
occupancy_delta_replanner,perception_noise_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.5017,0.0386,0.3486,0.0377,0.2109,0.0202,0.1259,0.0196,0.3503,0.0394,0.6548,0.0100,0.1804,0.0047,0.8408,0.0470,7,0.3265
occupancy_delta_replanner,perception_noise_shift,support_dependency_rearrangement,passage_closure_opening,0.4847,0.0437,0.3350,0.0200,0.2211,0.0287,0.1310,0.0306,0.3146,0.0458,0.6402,0.0102,0.1778,0.0034,0.8433,0.0568,7,0.3197
occupancy_delta_replanner,perception_noise_shift,support_dependency_rearrangement,reachable_component_split_merge,0.4541,0.0267,0.3333,0.0349,0.2279,0.0513,0.1446,0.0320,0.3520,0.0333,0.6566,0.0083,0.1817,0.0050,0.8675,0.0841,7,0.4048
occupancy_delta_replanner,perception_noise_shift,support_dependency_rearrangement,support_removal,0.4847,0.0511,0.3299,0.0533,0.2670,0.0394,0.1752,0.0434,0.3656,0.0325,0.6357,0.0167,0.1827,0.0040,0.9408,0.0713,7,0.3690
occupancy_delta_replanner,perception_noise_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.4796,0.0202,0.3095,0.0265,0.2109,0.0268,0.1361,0.0413,0.3520,0.0441,0.6634,0.0105,0.1807,0.0037,0.8186,0.0855,7,0.3367
oracle_topology_planner,combined_stress,drawer_occluder_access,kinematic_trap_creation,0.8282,0.0488,0.2211,0.0329,0.1276,0.0248,0.0663,0.0278,0.7976,0.0260,0.4356,0.0141,0.1981,0.0044,0.5960,0.0654,7,0.0000
oracle_topology_planner,combined_stress,drawer_occluder_access,object_stack_dependency_flip,0.8350,0.0347,0.2228,0.0348,0.1361,0.0196,0.0799,0.0159,0.7517,0.0343,0.4561,0.0152,0.1952,0.0067,0.6181,0.0237,7,0.0000
oracle_topology_planner,combined_stress,drawer_occluder_access,occlusion_reveal_hide,0.8044,0.0321,0.2279,0.0343,0.1139,0.0305,0.0221,0.0079,0.7738,0.0407,0.4638,0.0149,0.1973,0.0050,0.5396,0.0314,7,0.0000
oracle_topology_planner,combined_stress,drawer_occluder_access,passage_closure_opening,0.8537,0.0329,0.2670,0.0203,0.1259,0.0183,0.0187,0.0100,0.7653,0.0406,0.4447,0.0101,0.1970,0.0028,0.5820,0.0322,7,0.0000
oracle_topology_planner,combined_stress,drawer_occluder_access,reachable_component_split_merge,0.8486,0.0159,0.2330,0.0472,0.1378,0.0183,0.0527,0.0168,0.8061,0.0237,0.4545,0.0144,0.1950,0.0054,0.5999,0.0597,7,0.0000
oracle_topology_planner,combined_stress,drawer_occluder_access,support_removal,0.8333,0.0233,0.2313,0.0463,0.1582,0.0195,0.1139,0.0215,0.7942,0.0273,0.4492,0.0163,0.1987,0.0069,0.6889,0.0580,7,0.0000
oracle_topology_planner,combined_stress,drawer_occluder_access,tool_access_tunnel_blockage,0.8299,0.0337,0.2347,0.0480,0.1293,0.0241,0.0272,0.0067,0.7619,0.0496,0.4551,0.0093,0.1970,0.0041,0.5673,0.0559,7,0.0000
oracle_topology_planner,combined_stress,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.8129,0.0422,0.2398,0.0358,0.1803,0.0535,0.0323,0.0122,0.8146,0.0317,0.4433,0.0133,0.1958,0.0040,0.6318,0.0645,7,0.0000
oracle_topology_planner,combined_stress,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.8486,0.0226,0.2313,0.0313,0.1480,0.0416,0.0833,0.0176,0.8078,0.0537,0.4399,0.0101,0.1987,0.0067,0.6456,0.0643,7,0.0000
oracle_topology_planner,combined_stress,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.7840,0.0479,0.2228,0.0291,0.1480,0.0278,0.0187,0.0168,0.7585,0.0355,0.4699,0.0109,0.1977,0.0049,0.5694,0.0352,7,0.0000
oracle_topology_planner,combined_stress,mobile_manipulation_movable_obstacles,passage_closure_opening,0.8316,0.0339,0.2704,0.0167,0.1480,0.0274,0.0238,0.0161,0.7721,0.0200,0.4394,0.0134,0.1985,0.0046,0.6161,0.0249,7,0.0000
oracle_topology_planner,combined_stress,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.8129,0.0380,0.2398,0.0281,0.1361,0.0435,0.0357,0.0176,0.7738,0.0114,0.4448,0.0141,0.1988,0.0021,0.5898,0.0599,7,0.0000
oracle_topology_planner,combined_stress,mobile_manipulation_movable_obstacles,support_removal,0.8350,0.0372,0.2636,0.0490,0.1616,0.0374,0.0884,0.0152,0.7738,0.0345,0.4522,0.0073,0.1960,0.0029,0.6906,0.0797,7,0.0000
oracle_topology_planner,combined_stress,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.7738,0.0394,0.2466,0.0363,0.1105,0.0268,0.0255,0.0119,0.7755,0.0213,0.4610,0.0105,0.1943,0.0068,0.5523,0.0556,7,0.0000
oracle_topology_planner,combined_stress,narrow_passage_bin_pick,kinematic_trap_creation,0.8418,0.0304,0.2551,0.0249,0.1565,0.0262,0.0595,0.0161,0.7874,0.0276,0.4406,0.0097,0.1947,0.0057,0.6461,0.0524,7,0.0000
oracle_topology_planner,combined_stress,narrow_passage_bin_pick,object_stack_dependency_flip,0.8282,0.0292,0.2721,0.0294,0.1684,0.0257,0.0969,0.0257,0.7636,0.0213,0.4480,0.0085,0.1994,0.0030,0.7176,0.0495,7,0.0000
oracle_topology_planner,combined_stress,narrow_passage_bin_pick,occlusion_reveal_hide,0.8095,0.0233,0.2262,0.0269,0.1156,0.0321,0.0187,0.0086,0.7687,0.0352,0.4566,0.0050,0.1954,0.0032,0.5345,0.0405,7,0.0000
oracle_topology_planner,combined_stress,narrow_passage_bin_pick,passage_closure_opening,0.8112,0.0267,0.2194,0.0254,0.1429,0.0414,0.0204,0.0122,0.7874,0.0187,0.4439,0.0127,0.1980,0.0059,0.5631,0.0486,7,0.0000
oracle_topology_planner,combined_stress,narrow_passage_bin_pick,reachable_component_split_merge,0.8656,0.0253,0.2449,0.0416,0.1207,0.0267,0.0561,0.0141,0.7721,0.0552,0.4554,0.0115,0.2007,0.0042,0.6007,0.0269,7,0.0000
oracle_topology_planner,combined_stress,narrow_passage_bin_pick,support_removal,0.8418,0.0390,0.2636,0.0219,0.1684,0.0290,0.1071,0.0244,0.7857,0.0330,0.4292,0.0086,0.1972,0.0030,0.7190,0.0448,7,0.0000
oracle_topology_planner,combined_stress,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.8197,0.0358,0.2432,0.0160,0.1429,0.0265,0.0357,0.0153,0.7721,0.0219,0.4510,0.0089,0.1973,0.0049,0.5987,0.0293,7,0.0000
oracle_topology_planner,combined_stress,shelf_retrieval,kinematic_trap_creation,0.8384,0.0329,0.2602,0.0386,0.1446,0.0451,0.0357,0.0125,0.7925,0.0363,0.4454,0.0125,0.1958,0.0047,0.6135,0.0706,7,0.0000
oracle_topology_planner,combined_stress,shelf_retrieval,object_stack_dependency_flip,0.8180,0.0514,0.2432,0.0283,0.1514,0.0355,0.0646,0.0168,0.7500,0.0255,0.4535,0.0166,0.1971,0.0043,0.6381,0.0590,7,0.0000
oracle_topology_planner,combined_stress,shelf_retrieval,occlusion_reveal_hide,0.7823,0.0333,0.2194,0.0269,0.1105,0.0189,0.0204,0.0067,0.7687,0.0264,0.4618,0.0122,0.1983,0.0045,0.5278,0.0390,7,0.0000
oracle_topology_planner,combined_stress,shelf_retrieval,passage_closure_opening,0.8452,0.0417,0.2330,0.0321,0.1259,0.0209,0.0306,0.0133,0.7619,0.0391,0.4501,0.0098,0.1941,0.0055,0.5627,0.0288,7,0.0000
oracle_topology_planner,combined_stress,shelf_retrieval,reachable_component_split_merge,0.8401,0.0569,0.2211,0.0238,0.1327,0.0307,0.0527,0.0283,0.7585,0.0325,0.4359,0.0124,0.1957,0.0069,0.5849,0.0337,7,0.0000
oracle_topology_planner,combined_stress,shelf_retrieval,support_removal,0.8724,0.0333,0.2228,0.0278,0.1395,0.0237,0.0935,0.0252,0.7993,0.0579,0.4334,0.0128,0.1946,0.0032,0.6356,0.0406,7,0.0000
oracle_topology_planner,combined_stress,shelf_retrieval,tool_access_tunnel_blockage,0.7993,0.0267,0.2092,0.0360,0.1037,0.0282,0.0153,0.0122,0.7891,0.0348,0.4485,0.0089,0.1985,0.0055,0.5065,0.0412,7,0.0000
oracle_topology_planner,combined_stress,support_dependency_rearrangement,kinematic_trap_creation,0.8656,0.0122,0.3027,0.0209,0.1310,0.0169,0.0510,0.0182,0.7976,0.0426,0.4546,0.0097,0.1980,0.0060,0.6529,0.0382,7,0.0000
oracle_topology_planner,combined_stress,support_dependency_rearrangement,object_stack_dependency_flip,0.8401,0.0374,0.2364,0.0303,0.1310,0.0222,0.0952,0.0233,0.7874,0.0276,0.4443,0.0115,0.1969,0.0032,0.6419,0.0212,7,0.0000
oracle_topology_planner,combined_stress,support_dependency_rearrangement,occlusion_reveal_hide,0.8231,0.0236,0.2143,0.0204,0.1003,0.0233,0.0323,0.0141,0.7874,0.0257,0.4574,0.0098,0.1960,0.0020,0.5224,0.0400,7,0.0000
oracle_topology_planner,combined_stress,support_dependency_rearrangement,passage_closure_opening,0.8401,0.0278,0.2466,0.0340,0.1037,0.0387,0.0170,0.0112,0.8027,0.0363,0.4658,0.0068,0.1978,0.0051,0.5394,0.0419,7,0.0000
oracle_topology_planner,combined_stress,support_dependency_rearrangement,reachable_component_split_merge,0.8282,0.0384,0.2364,0.0281,0.1276,0.0202,0.0629,0.0195,0.7976,0.0204,0.4430,0.0110,0.1952,0.0023,0.6025,0.0432,7,0.0000
oracle_topology_planner,combined_stress,support_dependency_rearrangement,support_removal,0.8520,0.0352,0.2670,0.0333,0.1752,0.0457,0.1156,0.0296,0.7738,0.0478,0.4413,0.0145,0.1979,0.0053,0.7390,0.0566,7,0.0000
oracle_topology_planner,combined_stress,support_dependency_rearrangement,tool_access_tunnel_blockage,0.8248,0.0237,0.2500,0.0204,0.1241,0.0333,0.0340,0.0129,0.7585,0.0387,0.4541,0.0090,0.1961,0.0035,0.5809,0.0324,7,0.0000
oracle_topology_planner,delayed_change_shift,drawer_occluder_access,kinematic_trap_creation,0.8605,0.0182,0.1820,0.0300,0.1088,0.0200,0.0136,0.0094,0.8248,0.0443,0.4652,0.0080,0.1741,0.0047,0.4628,0.0401,7,0.0000
oracle_topology_planner,delayed_change_shift,drawer_occluder_access,object_stack_dependency_flip,0.8044,0.0341,0.1412,0.0454,0.1088,0.0206,0.0357,0.0102,0.8316,0.0230,0.4675,0.0087,0.1707,0.0045,0.4479,0.0310,7,0.0000
oracle_topology_planner,delayed_change_shift,drawer_occluder_access,occlusion_reveal_hide,0.8061,0.0150,0.1650,0.0436,0.0629,0.0195,0.0034,0.0043,0.8180,0.0296,0.4665,0.0162,0.1695,0.0020,0.3825,0.0498,7,0.0000
oracle_topology_planner,delayed_change_shift,drawer_occluder_access,passage_closure_opening,0.8299,0.0344,0.1735,0.0381,0.0952,0.0244,0.0017,0.0033,0.7772,0.0321,0.4645,0.0075,0.1730,0.0053,0.4270,0.0351,7,0.0000
oracle_topology_planner,delayed_change_shift,drawer_occluder_access,reachable_component_split_merge,0.8384,0.0209,0.1684,0.0257,0.0935,0.0246,0.0136,0.0094,0.7908,0.0221,0.4560,0.0095,0.1698,0.0050,0.4301,0.0340,7,0.0000
oracle_topology_planner,delayed_change_shift,drawer_occluder_access,support_removal,0.8180,0.0359,0.1548,0.0384,0.1122,0.0209,0.0493,0.0061,0.7959,0.0396,0.4514,0.0120,0.1693,0.0036,0.4761,0.0298,7,0.0000
oracle_topology_planner,delayed_change_shift,drawer_occluder_access,tool_access_tunnel_blockage,0.8027,0.0463,0.1327,0.0187,0.0833,0.0384,0.0119,0.0051,0.8282,0.0309,0.4547,0.0037,0.1686,0.0045,0.3855,0.0487,7,0.0000
oracle_topology_planner,delayed_change_shift,mobile_manipulation_movable_obstacles,kinematic_trap_creation,0.8435,0.0252,0.1497,0.0283,0.1105,0.0122,0.0170,0.0123,0.8027,0.0416,0.4450,0.0091,0.1717,0.0049,0.4384,0.0380,7,0.0000
oracle_topology_planner,delayed_change_shift,mobile_manipulation_movable_obstacles,object_stack_dependency_flip,0.8333,0.0453,0.1922,0.0290,0.1190,0.0144,0.0408,0.0278,0.7857,0.0260,0.4598,0.0144,0.1717,0.0036,0.5088,0.0314,7,0.0000
oracle_topology_planner,delayed_change_shift,mobile_manipulation_movable_obstacles,occlusion_reveal_hide,0.8248,0.0214,0.1820,0.0278,0.0969,0.0107,0.0017,0.0033,0.7874,0.0393,0.4585,0.0155,0.1721,0.0036,0.4351,0.0279,7,0.0000
oracle_topology_planner,delayed_change_shift,mobile_manipulation_movable_obstacles,passage_closure_opening,0.8197,0.0156,0.2024,0.0581,0.1003,0.0278,0.0068,0.0100,0.8146,0.0152,0.4502,0.0165,0.1726,0.0034,0.4622,0.0534,7,0.0000
oracle_topology_planner,delayed_change_shift,mobile_manipulation_movable_obstacles,reachable_component_split_merge,0.8776,0.0098,0.1786,0.0401,0.1276,0.0390,0.0170,0.0133,0.7976,0.0204,0.4509,0.0118,0.1725,0.0045,0.4824,0.0631,7,0.0000
oracle_topology_planner,delayed_change_shift,mobile_manipulation_movable_obstacles,support_removal,0.8367,0.0387,0.1650,0.0271,0.1361,0.0215,0.0646,0.0321,0.8027,0.0341,0.4534,0.0142,0.1742,0.0029,0.5320,0.0435,7,0.0000
oracle_topology_planner,delayed_change_shift,mobile_manipulation_movable_obstacles,tool_access_tunnel_blockage,0.8163,0.0305,0.1224,0.0268,0.1088,0.0164,0.0051,0.0069,0.8010,0.0329,0.4576,0.0102,0.1717,0.0048,0.4008,0.0297,7,0.0000
oracle_topology_planner,delayed_change_shift,narrow_passage_bin_pick,kinematic_trap_creation,0.8350,0.0257,0.1769,0.0312,0.1037,0.0237,0.0119,0.0072,0.8486,0.0366,0.4508,0.0112,0.1763,0.0071,0.4532,0.0491,7,0.0000
oracle_topology_planner,delayed_change_shift,narrow_passage_bin_pick,object_stack_dependency_flip,0.8401,0.0259,0.1599,0.0274,0.1310,0.0191,0.0561,0.0253,0.8231,0.0230,0.4647,0.0108,0.1717,0.0032,0.5105,0.0456,7,0.0000
oracle_topology_planner,delayed_change_shift,narrow_passage_bin_pick,occlusion_reveal_hide,0.8350,0.0252,0.1701,0.0268,0.1088,0.0424,0.0017,0.0033,0.8095,0.0330,0.4617,0.0109,0.1728,0.0056,0.4388,0.0564,7,0.0000
oracle_topology_planner,delayed_change_shift,narrow_passage_bin_pick,passage_closure_opening,0.8401,0.0283,0.1769,0.0224,0.0884,0.0278,0.0068,0.0069,0.8010,0.0485,0.4527,0.0069,0.1696,0.0034,0.4244,0.0356,7,0.0000
oracle_topology_planner,delayed_change_shift,narrow_passage_bin_pick,reachable_component_split_merge,0.8231,0.0399,0.1429,0.0349,0.1378,0.0429,0.0255,0.0200,0.8299,0.0141,0.4509,0.0121,0.1653,0.0075,0.4651,0.0577,7,0.0000
oracle_topology_planner,delayed_change_shift,narrow_passage_bin_pick,support_removal,0.8724,0.0313,0.1616,0.0233,0.1088,0.0362,0.0476,0.0102,0.8044,0.0287,0.4647,0.0189,0.1733,0.0052,0.4804,0.0532,7,0.0000
oracle_topology_planner,delayed_change_shift,narrow_passage_bin_pick,tool_access_tunnel_blockage,0.8282,0.0274,0.1973,0.0278,0.0850,0.0206,0.0051,0.0047,0.8163,0.0329,0.4499,0.0122,0.1716,0.0057,0.4382,0.0224,7,0.0000
oracle_topology_planner,delayed_change_shift,shelf_retrieval,kinematic_trap_creation,0.8622,0.0168,0.1718,0.0221,0.0986,0.0159,0.0204,0.0122,0.8197,0.0354,0.4523,0.0096,0.1730,0.0060,0.4489,0.0367,7,0.0000
oracle_topology_planner,delayed_change_shift,shelf_retrieval,object_stack_dependency_flip,0.8163,0.0123,0.1820,0.0202,0.1003,0.0305,0.0374,0.0119,0.7993,0.0267,0.4682,0.0108,0.1704,0.0036,0.4748,0.0390,7,0.0000
oracle_topology_planner,delayed_change_shift,shelf_retrieval,occlusion_reveal_hide,0.8129,0.0237,0.1582,0.0400,0.0782,0.0254,0.0085,0.0067,0.7823,0.0287,0.4649,0.0063,0.1705,0.0053,0.4000,0.0385,7,0.0000
oracle_topology_planner,delayed_change_shift,shelf_retrieval,passage_closure_opening,0.8503,0.0305,0.1616,0.0160,0.0969,0.0193,0.0034,0.0043,0.8503,0.0196,0.4575,0.0099,0.1712,0.0052,0.4187,0.0254,7,0.0000
oracle_topology_planner,delayed_change_shift,shelf_retrieval,reachable_component_split_merge,0.8588,0.0246,0.1752,0.0278,0.0969,0.0252,0.0085,0.0084,0.8384,0.0475,0.4636,0.0156,0.1684,0.0064,0.4328,0.0468,7,0.0000
oracle_topology_planner,delayed_change_shift,shelf_retrieval,support_removal,0.8486,0.0337,0.1973,0.0345,0.1207,0.0148,0.0391,0.0084,0.8010,0.0258,0.4683,0.0136,0.1725,0.0044,0.5141,0.0282,7,0.0000
oracle_topology_planner,delayed_change_shift,shelf_retrieval,tool_access_tunnel_blockage,0.8367,0.0377,0.1701,0.0463,0.0765,0.0209,0.0085,0.0111,0.8146,0.0341,0.4663,0.0099,0.1708,0.0050,0.4085,0.0456,7,0.0000
oracle_topology_planner,delayed_change_shift,support_dependency_rearrangement,kinematic_trap_creation,0.8282,0.0363,0.1871,0.0317,0.1582,0.0273,0.0068,0.0100,0.8418,0.0248,0.4398,0.0147,0.1691,0.0025,0.5092,0.0354,7,0.0000
oracle_topology_planner,delayed_change_shift,support_dependency_rearrangement,object_stack_dependency_flip,0.8384,0.0209,0.1854,0.0254,0.1139,0.0133,0.0629,0.0248,0.7891,0.0174,0.4566,0.0121,0.1751,0.0059,0.5241,0.0470,7,0.0000
oracle_topology_planner,delayed_change_shift,support_dependency_rearrangement,occlusion_reveal_hide,0.8129,0.0521,0.1973,0.0287,0.1054,0.0267,0.0017,0.0033,0.8078,0.0332,0.4701,0.0136,0.1736,0.0039,0.4591,0.0506,7,0.0000
oracle_topology_planner,delayed_change_shift,support_dependency_rearrangement,passage_closure_opening,0.8078,0.0276,0.1854,0.0360,0.0901,0.0175,0.0017,0.0033,0.8214,0.0330,0.4615,0.0113,0.1742,0.0023,0.4327,0.0371,7,0.0000
oracle_topology_planner,delayed_change_shift,support_dependency_rearrangement,reachable_component_split_merge,0.8231,0.0294,0.2075,0.0360,0.1122,0.0321,0.0255,0.0156,0.8282,0.0243,0.4555,0.0085,0.1730,0.0026,0.4996,0.0577,7,0.0000
oracle_topology_planner,delayed_change_shift,support_dependency_rearrangement,support_removal,0.8248,0.0317,0.1837,0.0292,0.1020,0.0209,0.0510,0.0258,0.7993,0.0343,0.4548,0.0169,0.1750,0.0060,0.4969,0.0326,7,0.0000
oracle_topology_planner,delayed_change_shift,support_dependency_rearrangement,tool_access_tunnel_blockage,0.8299,0.0226,0.1837,0.0254,0.0901,0.0112,0.0102,0.0061,0.8163,0.0243,0.4565,0.0113,0.1737,0.0036,0.4397,0.0226,7,0.0000
oracle_topology_planner,embodiment_reach_shift,drawer_occluder_access,kinematic_trap_creation,0.8980,0.0152,0.1463,0.0150,0.0646,0.0259,0.0119,0.0197,0.8537,0.0377,0.2972,0.0092,0.1655,0.0066,0.3734,0.0263,7,0.0000
oracle_topology_planner,embodiment_reach_shift,drawer_occluder_access,object_stack_dependency_flip,0.8571,0.0169,0.2007,0.0193,0.0986,0.0220,0.0306,0.0168,0.8350,0.0172,0.2997,0.0101,0.1666,0.0067,0.4778,0.0353,7,0.0000
